AccountId,ClientId,PaymentAmt,EnrollmentAmt,TaxAmt,ClearAmt,CarsAmt,FoodAmt,FLAmt,CutoffDt
8367,8367,"",1322511.26,"","","",776112.93,"",2020-11-04
8373,8373,"",1322663.50,"","","",776209.20,"",2020-11-02
8390,8390,"",1726558.51,"","","",468470.99,"",2020-11-03
8419,8419,1462529.86,"","","",1455687.96,"",1462529.86,2020-11-03
8446,8446,"",1330912.70,"",1330912.70,"",348583.30,"",2020-11-04
8448,8448,"",1472600.00,"","","",857658.70,"",2020-11-02
8475,8475,1645460.00,"",1645460.00,"",1640612.50,"",1645460.00,2020-11-03
8475,8475,"",1325251.55,"","","",777845.90,"",2020-11-04
85,85,1241870.55,"",1241870.55,"",1235862.05,"",1241870.55,2020-11-01
8510,8510,1072384.23,"",1072384.23,"",1072384.23,"","",2020-11-02
8532,8532,1647420.80,"",1647420.80,"",1647420.80,"","",2020-11-04
8568,8568,"",1476728.00,"","","",859584.22,"",2020-11-02
8631,8631,"",1478895.20,"","","",860595.12,"",2020-11-01
8645,8645,1075809.59,"",1075809.59,"",1075809.59,"",1075809.59,2020-11-01
8680,8680,"",1996546.40,"","","",1102055.33,"",2020-11-01
872,872,"",1527504.42,"",1527504.42,"",408154.08,"",2020-11-01
8848,8848,1473888.50,"",1473888.50,"",1473003.70,"","",2020-11-04
8975,8975,1084182.68,"","","",1075285.18,"",1084182.68,2020-11-03
9027,9027,"",1339257.44,"",1339257.44,"",786703.29,"",2020-11-04
9135,9135,"",1496232.80,"","","",868682.30,"",2020-11-01
9160,9160,"",1349817.27,"","","",354311.73,"",2020-11-02
9179,9179,1089358.77,"","","",1086440.87,"",1089358.77,2020-11-03
933,933,"",1133888.38,"","","",656826.96,"",2020-11-02
9462,9462,"",1507481.60,"","","",873929.34,"",2020-11-04
9568,9568,"",1360619.89,"","","",357585.11,"",2020-11-02
9663,9663,1686327.20,"","","",1681360.90,"",1686327.20,2020-11-03
9779,9779,1104582.57,"",1104582.57,"",1104582.57,"",1104582.57,2020-11-03
9913,9913,"",1369754.46,"","","",360353.05,"",2020-11-03
10035,35,1699124.00,"","","",1699124.00,"","",2020-11-03
10093,93,1506852.36,"",1506852.36,"",1499843.06,"","",2020-11-01
10495,495,1517496.12,"","","",1516446.62,"","",2020-11-03
10505,505,1123003.37,"",1123003.37,"",1113952.87,"","",2020-11-01
1051,1051,1267447.33,"",1267447.33,"",1267447.33,"",1267447.33,2020-11-03
10856,856,"",1005095.03,"",1005095.03,"",575377.47,"",2020-11-02
10904,904,"",1006312.94,"","","",576147.68,"",2020-11-02
10959,959,1730909.60,"",1730909.60,"",1725813.70,"","",2020-11-03
11091,1091,1735450.40,"","","",1735450.40,"","",2020-11-03
1123,1123,"",1736585.60,"","","",980795.70,"",2020-11-04
11267,1267,"",1015523.34,"",1015523.34,"",581972.37,"",2020-11-01
11280,1280,1741952.00,"",1741952.00,"",1741952.00,"",1741952.00,2020-11-04
11481,1481,"",1576935.20,"",1576935.20,"",906326.22,"",2020-11-03
11524,1524,1544740.95,"","","",1537588.55,"",1544740.95,2020-11-04
11556,1556,1751446.40,"","","",1751446.40,"",1751446.40,2020-11-04
11708,1708,"",1026712.83,"","","",589048.66,"",2020-11-02
11715,1715,1756916.00,"",1756916.00,"",1751744.50,"","",2020-11-03
11743,1743,1550539.41,"","","",1550539.41,"","",2020-11-03
11770,1770,1551254.29,"","","",1551254.29,"",1551254.29,2020-11-02
11812,1812,"",1420034.28,"","","",375588.72,"",2020-11-02
11874,1874,"",1590454.40,"","","",912632.30,"",2020-11-04
12128,2128,"",1037369.49,"","","",595787.98,"",2020-11-02
12223,2223,1563248.37,"",1563248.37,"",1562026.07,"","",2020-11-03
12224,2224,"",1039805.30,"","","",597328.40,"",2020-11-02
12250,2250,1563963.25,"","","",1562738.25,"",1563963.25,2020-11-02
12289,2289,1564995.85,"","","",1557766.95,"","",2020-11-01
1236,1236,"",1141576.40,"",1141576.40,"",661688.90,"",2020-11-01
12572,2572,"",1048635.10,"","","",602912.40,"",2020-11-02
12576,2576,"",1614603.20,"","","",923896.59,"",2020-11-02
12701,2701,"",1051908.22,"","","",604982.34,"",2020-11-03
12870,2870,"",1624716.80,"","","",928614.11,"",2020-11-04
12878,2878,1183213.49,"",1183213.49,"",1179925.69,"",1183213.49,2020-11-02
12950,2950,1185040.35,"",1185040.35,"",1181745.35,"",1185040.35,2020-11-02
13037,3037,"",1060433.55,"",1060433.55,"",610373.79,"",2020-11-03
1305,1305,1398812.00,"",1398812.00,"",1398812.00,"",1398812.00,2020-11-01
13168,3168,"",1455937.09,"","","",386467.91,"",2020-11-02
13219,3219,1589619.46,"","","",1589619.46,"","",2020-11-03
13389,3389,"",1642570.40,"","","",936941.99,"",2020-11-03
1350,1350,"",1144468.92,"","","",663518.15,"",2020-11-03
13515,3515,"",1646904.80,"","","",938963.78,"",2020-11-01
1359,1359,1400669.60,"",1400669.60,"",1400669.60,"",1400669.60,2020-11-03
13593,3593,1821519.20,"",1821519.20,"",1821519.20,"","",2020-11-01
13619,3619,"",1075200.63,"","","",619712.57,"",2020-11-01
13627,3627,"",1468090.03,"",1468090.03,"",390150.47,"",2020-11-01
13661,3661,"",1076266.30,"","","",620386.50,"",2020-11-03
13733,3733,1204907.41,"","","",1201534.11,"","",2020-11-01
14084,4084,"",1086999.08,"","","",627173.96,"",2020-11-02
14315,4315,"",1092860.24,"","","",630880.58,"",2020-11-01
14391,4391,1848970.40,"","","",1848970.40,"","",2020-11-03
1441,1441,1277773.36,"",1277773.36,"",1277629.26,"",1277773.36,2020-11-01
1444,1444,1277852.79,"",1277852.79,"",1271708.39,"","",2020-11-04
14528,4528,"",1098264.69,"","","",634298.38,"",2020-11-02
14557,4557,"",1492713.64,"","","",397611.86,"",2020-11-03
14602,4602,"",1493905.11,"","","",397972.89,"",2020-11-04
14716,4716,"",1496923.49,"","","",398887.51,"",2020-11-02
14798,4798,"",1105115.40,"","","",638630.80,"",2020-11-04
14801,4801,1232005.77,"","","",1232005.77,"","",2020-11-01
14922,4922,"",1695305.60,"","","",961540.50,"",2020-11-04
14930,4930,1235278.89,"","","",1231785.89,"",1235278.89,2020-11-02
1501,1501,1279361.98,"",1279361.98,"",1279361.98,"",1279361.98,2020-11-01
15071,5071,1238856.48,"",1238856.48,"",1238856.48,"","",2020-11-03
15453,5453,1885503.20,"",1885503.20,"",1885503.20,"","",2020-11-01
15484,5484,1649589.87,"",1649589.87,"",1642041.47,"",1649589.87,2020-11-04
15929,5929,1260626.52,"",1260626.52,"",1257033.62,"","",2020-11-01
16113,6113,1908207.20,"",1908207.20,"",1908207.20,"","",2020-11-01
16184,6184,1267096.63,"",1267096.63,"",1257478.23,"",1267096.63,2020-11-04
16453,6453,1675246.08,"","","",1673600.78,"","",2020-11-01
16576,6576,1678502.75,"",1678502.75,"",1678502.75,"",1678502.75,2020-11-04
17047,7047,1690973.42,"","","",1689268.72,"","",2020-11-03
17048,7048,1289018.90,"","","",1279314.10,"",1289018.90,2020-11-04
17594,7594,1302872.56,"",1302872.56,"",1299113.16,"",1302872.56,2020-11-02
17596,7596,1705509.29,"","","",1703749.69,"",1705509.29,2020-11-04
17700,7700,1962800.00,"","","",1957030.00,"",1962800.00,2020-11-04
17762,7762,1307135.23,"","","",1307135.23,"",1307135.23,2020-11-02
1785,1785,"",1155506.18,"","","",670498.16,"",2020-11-02
18018,8018,1973739.20,"",1973739.20,"",1973739.20,"",1973739.20,2020-11-02
1830,1830,"",1156647.96,"",1156647.96,"",671220.23,"",2020-11-03
18369,8369,1985813.60,"",1985813.60,"",1985813.60,"","",2020-11-01
18842,8842,1334538.07,"",1334538.07,"",1334538.07,"",1334538.07,2020-11-02
18937,8937,1741014.95,"",1741014.95,"",1739121.25,"","",2020-11-01
19110,9110,2011304.00,"",2011304.00,"",2011304.00,"",2011304.00,2020-11-02
19217,9217,1344052.94,"",1344052.94,"",1334131.24,"","",2020-11-01
19253,9253,1344966.37,"",1344966.37,"",1335041.07,"","",2020-11-01
19428,9428,2022243.20,"","","",2016300.40,"",2022243.20,2020-11-04
19447,9447,1754518.22,"","","",1754518.22,"","",2020-11-03
19485,9485,2024204.00,"",2024204.00,"",2024204.00,"","",2020-11-01
19494,9494,2024513.60,"","","",2024513.60,"",2024513.60,2020-11-02
19527,9527,2025648.80,"","","",2019696.10,"","",2020-11-03
19556,9556,1352654.39,"",1352654.39,"",1348698.79,"",1352654.39,2020-11-04
19635,9635,2029364.00,"","","",2023400.50,"","",2020-11-03
1976,1976,"",1556735.03,"",1556735.03,"",417011.47,"",2020-11-01
1993,1993,"",1766513.60,"","","",994755.72,"",2020-11-02
19946,9946,1362549.86,"",1362549.86,"",1352555.26,"",1362549.86,2020-11-02
2023,2023,1293182.97,"","","",1293182.97,"",1293182.97,2020-11-03
2252,2252,913600.00,"","","",905374.80,"","",2020-11-04
23,23,857043.58,"","","",857043.58,"",857043.58,2020-11-03
2319,2319,1433693.60,"",1433693.60,"",1429461.70,"",1433693.60,2020-11-03
2334,2334,"",1169435.96,"",1169435.96,"",679307.41,"",2020-11-03
2378,2378,"",1567378.78,"","","",420236.72,"",2020-11-03
2380,2380,1302635.26,"",1302635.26,"",1296397.26,"","",2020-11-04
250,250,"",1706554.40,"","","",966787.55,"",2020-11-03
2567,2567,"",1572382.94,"","","",421753.06,"",2020-11-04
2752,2752,"",1792623.20,"",1792623.20,"",1006934.64,"",2020-11-01
2930,2930,"",1581994.09,"",1581994.09,"",424665.41,"",2020-11-03
2989,2989,1318759.75,"",1318759.75,"",1318460.85,"",1318759.75,2020-11-01
3110,3110,"",1586759.95,"",1586759.95,"",426109.55,"",2020-11-03
3122,3122,935674.51,"",935674.51,"",933362.31,"","",2020-11-02
3127,3127,1322413.58,"",1322413.58,"",1316100.88,"",1322413.58,2020-11-03
3321,3321,1468162.40,"",1468162.40,"",1468162.40,"",1468162.40,2020-11-01
3364,3364,1328688.63,"",1328688.63,"",1328688.63,"","",2020-11-04
3458,3458,"",1595973.94,"","","",428901.56,"",2020-11-03
3555,3555,1476212.00,"",1476212.00,"",1476212.00,"",1476212.00,2020-11-03
356,356,"",1513842.29,"",1513842.29,"",404014.21,"",2020-11-01
3779,3779,952344.57,"",952344.57,"",949966.67,"",952344.57,2020-11-03
4012,4012,"",1835967.20,"","","",1027152.60,"",2020-11-01
4079,4079,959956.47,"",959956.47,"",951548.57,"",959956.47,2020-11-03
4149,4149,"",1215487.95,"","","",708430.90,"",2020-11-02
4178,4178,"",1615037.38,"",1615037.38,"",434678.12,"",2020-11-03
4228,4228,"",1843397.60,"","","",1030618.53,"",2020-11-01
4249,4249,"",1844120.00,"","","",1030955.50,"",2020-11-02
4276,4276,"",1845048.80,"",1845048.80,"",1031388.74,"",2020-11-01
4325,4325,966198.23,"",966198.23,"",966198.23,"",966198.23,2020-11-01
4337,4337,966502.70,"",966502.70,"",964069.00,"",966502.70,2020-11-01
4355,4355,966959.42,"",966959.42,"",964523.92,"",966959.42,2020-11-03
4679,4679,975180.27,"","","",972712.37,"",975180.27,2020-11-03
4758,4758,1517595.20,"",1517595.20,"",1513119.40,"","",2020-11-02
5031,5031,"",1237866.94,"","","",722583.47,"",2020-11-04
5085,5085,"",1239237.08,"",1239237.08,"",723449.96,"",2020-11-02
5092,5092,1374440.88,"",1374440.88,"",1374440.88,"","",2020-11-04
5099,5099,"",859022.67,"","","",483000.65,"",2020-11-01
5225,5225,"",862219.67,"","","",485022.44,"",2020-11-03
5228,5228,"",862295.79,"",862295.79,"",485070.58,"",2020-11-02
5244,5244,"",1362382.40,"",1362382.40,"",806247.32,"",2020-11-02
5461,5461,"",1885812.80,"",1885812.80,"",1050403.25,"",2020-11-02
549,549,1372805.60,"",1372805.60,"",1372805.60,"",1372805.60,2020-11-01
5537,5537,"",1651019.63,"",1651019.63,"",445581.37,"",2020-11-02
5828,5828,"",877519.59,"",877519.59,"",494698.18,"",2020-11-02
5986,5986,1398111.32,"",1398111.32,"",1397512.72,"","",2020-11-02
6016,6016,1398905.63,"",1398905.63,"",1392304.03,"","",2020-11-04
616,616,"",1719144.80,"","","",972660.38,"",2020-11-01
6225,6225,"",1268162.30,"",1268162.30,"",741742.40,"",2020-11-02
6282,6282,1570020.80,"",1570020.80,"",1570020.80,"","",2020-11-02
635,635,872571.86,"","","",872571.86,"",872571.86,2020-11-03
6411,6411,1574458.40,"",1574458.40,"",1574458.40,"",1574458.40,2020-11-03
6484,6484,"",1921004.00,"",1921004.00,"",1066818.31,"",2020-11-01
65,65,858109.25,"",858109.25,"",850102.75,"",858109.25,2020-11-01
654,654,1376417.60,"","","",1372352.20,"","",2020-11-02
6589,6589,"",1924616.00,"","","",1068503.14,"",2020-11-02
669,669,"",1127189.91,"","","",652590.82,"",2020-11-02
6867,6867,"",1418213.60,"","","",832289.97,"",2020-11-01
6877,6877,"",1934523.20,"",1934523.20,"",1073124.39,"",2020-11-02
6929,6929,1032269.52,"","","",1029576.62,"",1032269.52,2020-11-01
6934,6934,"",1936484.00,"","","",1074039.01,"",2020-11-03
6994,6994,"",1292468.09,"","","",336933.91,"",2020-11-04
7098,7098,"",1426160.00,"",1426160.00,"",835996.60,"",2020-11-04
7114,7114,"",1942676.00,"",1942676.00,"",1076927.29,"",2020-11-03
7144,7144,"",1943708.00,"","","",1077408.67,"",2020-11-01
7144,7144,"",1296439.64,"","","",338137.36,"",2020-11-02
7274,7274,"",1697010.18,"",1697010.18,"",459517.33,"",2020-11-03
7386,7386,"",1436067.20,"","","",840617.85,"",2020-11-04
7413,7413,1608927.20,"",1608927.20,"",1604185.90,"",1608927.20,2020-11-01
7512,7512,1612332.80,"",1612332.80,"",1607581.60,"","",2020-11-04
7531,7531,1439018.29,"",1439018.29,"",1439018.29,"",1439018.29,2020-11-03
7588,7588,"",1308195.43,"","","",341699.57,"",2020-11-02
7590,7590,1615016.00,"",1615016.00,"",1615016.00,"","",2020-11-02
7698,7698,"",1305536.73,"",1305536.73,"",765378.15,"",2020-11-03
771,771,"",1129777.96,"","","",654227.51,"",2020-11-04
7729,7729,"",1963832.00,"","","",1086795.58,"",2020-11-02
7762,7762,1445134.47,"",1445134.47,"",1438358.27,"","",2020-11-02
7829,7829,"",1711704.91,"","","",463970.09,"",2020-11-02
7851,7851,1623994.40,"",1623994.40,"",1623994.40,"",1623994.40,2020-11-03
7913,7913,1057236.55,"","","",1048445.25,"",1057236.55,2020-11-01
8080,8080,"",1975906.40,"","","",1092427.73,"",2020-11-01
8138,8138,"",1719886.30,"","","",466449.20,"",2020-11-03
8195,8195,"",1721395.49,"",1721395.49,"",466906.51,"",2020-11-04
8318,8318,1067512.61,"",1067512.61,"",1058680.81,"","",2020-11-02
8325,8325,"",1321445.60,"","","",775439.00,"",2020-11-02
8420,8420,"",943286.41,"","","",536289.41,"",2020-11-02
8484,8484,1645769.60,"","","",1640921.20,"","",2020-11-04
8512,8512,1464992.22,"","","",1464992.22,"","",2020-11-04
8552,8552,1073449.90,"","","",1064594.70,"","",2020-11-04
8675,8675,1076570.78,"",1076570.78,"",1073703.28,"",1076570.78,2020-11-03
8791,8791,1472379.31,"",1472379.31,"",1472379.31,"",1472379.31,2020-11-03
8890,8890,"",2003770.40,"","","",1105424.99,"",2020-11-03
8913,8913,1660527.20,"",1660527.20,"",1660527.20,"",1660527.20,2020-11-01
8977,8977,"",2006763.20,"","","",1106820.99,"",2020-11-02
9141,9141,"",1342149.97,"","","",788532.53,"",2020-11-02
9232,9232,"",1351723.62,"",1351723.62,"",354889.38,"",2020-11-02
9233,9233,1090728.91,"","","",1087805.61,"",1090728.91,2020-11-01
9299,9299,"",965589.27,"","","",550393.85,"",2020-11-01
9313,9313,1486200.30,"",1486200.30,"",1486200.30,"",1486200.30,2020-11-01
9466,9466,"",2023584.80,"",2023584.80,"",1114667.48,"",2020-11-03
9468,9468,"",1507688.00,"","","",874025.62,"",2020-11-02
9595,9595,"",1361334.77,"",1361334.77,"",357801.73,"",2020-11-01
9609,9609,"",1512538.40,"","","",876288.11,"",2020-11-03
9696,9696,"",1356231.98,"",1356231.98,"",797438.06,"",2020-11-01
9775,9775,"",2034214.40,"",2034214.40,"",1119625.70,"",2020-11-04
9814,9814,1499465.28,"","","",1492483.88,"","",2020-11-02
10003,3,1504469.43,"",1504469.43,"",1497469.13,"","",2020-11-03
10026,26,"",1526883.20,"",1526883.20,"",882979.29,"",2020-11-04
10085,85,"",985532.45,"","","",563006.00,"",2020-11-03
10150,150,1508361.55,"",1508361.55,"",1508361.55,"",1508361.55,2020-11-02
10150,150,"",1376029.50,"","","",362254.50,"",2020-11-04
10244,244,"",989566.76,"",989566.76,"",565557.32,"",2020-11-02
10328,328,1118512.34,"",1118512.34,"",1118512.34,"",1118512.34,2020-11-04
10344,344,"",1537822.40,"",1537822.40,"",888081.92,"",2020-11-02
10383,383,"",1539164.00,"","","",888707.71,"",2020-11-01
10406,406,"",993677.18,"","","",568156.77,"",2020-11-04
10437,437,"",1541021.60,"","","",889574.19,"",2020-11-03
10507,507,"",1385481.79,"","","",365118.71,"",2020-11-01
10582,582,1519799.61,"","","",1519799.61,"",1519799.61,2020-11-02
10597,597,"",1387864.72,"","","",365840.78,"",2020-11-03
10611,611,"",1547007.20,"",1547007.20,"",892366.20,"",2020-11-01
10655,655,1126809.32,"",1126809.32,"",1123743.82,"","",2020-11-03
10701,701,1722034.40,"","","",1722034.40,"","",2020-11-01
10719,719,1722653.60,"",1722653.60,"",1722653.60,"","",2020-11-03
11000,1000,"",1008748.75,"",1008748.75,"",577688.09,"",2020-11-02
11070,1070,1734728.00,"","","",1734728.00,"",1734728.00,2020-11-02
11078,1078,"",1010727.84,"",1010727.84,"",578939.68,"",2020-11-04
11146,1146,1534732.64,"","","",1527618.04,"",1534732.64,2020-11-02
11559,1559,"",1579618.40,"",1579618.40,"",907577.81,"",2020-11-01
11583,1583,"",1580444.00,"","","",907962.91,"",2020-11-01
11829,1829,1760837.60,"","","",1760837.60,"","",2020-11-01
11907,1907,"",1591589.60,"","","",913161.81,"",2020-11-01
11918,1918,"",1032041.16,"","","",592418.32,"",2020-11-04
11951,1951,"",1032878.47,"",1032878.47,"",592947.84,"",2020-11-01
1200,1200,"",1140662.97,"","","",661111.25,"",2020-11-01
12066,2066,"",1597059.20,"",1597059.20,"",915713.13,"",2020-11-04
12086,2086,"",1036303.82,"",1036303.82,"",595114.05,"",2020-11-04
1221,1221,"",1141195.81,"",1141195.81,"",661448.21,"",2020-11-02
12329,2329,1169283.72,"",1169283.72,"",1166050.82,"","",2020-11-01
12436,2436,1568887.97,"","","",1568887.97,"",1568887.97,2020-11-04
1244,1244,"",1537353.87,"","","",411138.64,"",2020-11-01
12521,2521,"",1047341.08,"","","",602094.06,"",2020-11-03
12591,2591,"",1615119.20,"","","",924137.28,"",2020-11-01
12713,2713,"",1052212.70,"",1052212.70,"",605174.89,"",2020-11-03
12859,2859,1580087.74,"","","",1580087.74,"","",2020-11-03
1287,1287,"",1142870.42,"",1142870.42,"",662507.25,"",2020-11-04
12912,2912,1798092.80,"","","",1792801.60,"",1798092.80,2020-11-04
13002,3002,1801188.80,"","","",1795888.60,"",1801188.80,2020-11-02
13059,3059,1803149.60,"","","",1803149.60,"","",2020-11-03
13062,3062,1803252.80,"","","",1803252.80,"",1803252.80,2020-11-02
13138,3138,1587474.83,"",1587474.83,"",1587474.83,"",1587474.83,2020-11-02
1317,1317,1399224.80,"",1399224.80,"",1399224.80,"",1399224.80,2020-11-01
133,133,1243141.44,"",1243141.44,"",1243141.44,"",1243141.44,2020-11-01
13307,3307,1194098.51,"",1194098.51,"",1194098.51,"","",2020-11-03
13352,3352,"",1068426.04,"",1068426.04,"",615428.28,"",2020-11-02
13448,3448,1197676.10,"",1197676.10,"",1188331.30,"",1197676.10,2020-11-04
13499,3499,1198970.13,"",1198970.13,"",1195620.23,"","",2020-11-03
13528,3528,"",1465468.81,"","","",389356.19,"",2020-11-02
13530,3530,1819352.00,"",1819352.00,"",1819352.00,"",1819352.00,2020-11-02
13789,3789,"",1472379.31,"","","",391450.19,"",2020-11-03
13850,3850,"",1081061.80,"",1081061.80,"",623419.19,"",2020-11-04
14075,4075,"",1086770.72,"",1086770.72,"",627029.54,"",2020-11-01
14135,4135,"",1088293.10,"",1088293.10,"",627992.30,"",2020-11-01
14147,4147,"",1088597.58,"",1088597.58,"",628184.85,"",2020-11-01
14193,4193,1842159.20,"",1842159.20,"",1842159.20,"","",2020-11-01
14234,4234,"",1090805.03,"",1090805.03,"",629580.86,"",2020-11-04
14327,4327,"",1093164.72,"","","",631073.13,"",2020-11-01
14358,4358,1847835.20,"","","",1847835.20,"",1847835.20,2020-11-02
14662,4662,"",1495493.73,"",1495493.73,"",398454.27,"",2020-11-04
14674,4674,1628143.50,"",1628143.50,"",1620676.10,"",1628143.50,2020-11-02
1469,1469,"",1543311.19,"","","",412943.81,"",2020-11-02
14733,4733,"",1688804.00,"","","",958507.81,"",2020-11-03
14828,4828,"",1105876.59,"","","",639112.18,"",2020-11-02
1486,1486,"",1749072.80,"",1749072.80,"",986620.40,"",2020-11-03
14917,4917,"",1502245.36,"",1502245.36,"",400500.14,"",2020-11-03
15308,5308,1244869.88,"","","",1241339.08,"",1244869.88,2020-11-04
1544,1544,895635.91,"",895635.91,"",895635.91,"","",2020-11-04
15761,5761,1256363.85,"","","",1246787.75,"","",2020-11-01
15836,5836,1258266.83,"",1258266.83,"",1258266.83,"",1258266.83,2020-11-04
16186,6186,1668176.72,"","","",1660558.12,"",1668176.72,2020-11-02
16296,6296,1914502.40,"","","",1908872.80,"",1914502.40,2020-11-04
16507,6507,1676675.84,"","","",1675025.14,"","",2020-11-03
16514,6514,1275469.72,"","","",1271818.32,"",1275469.72,2020-11-02
1661,1661,898604.55,"","","",898604.55,"",898604.55,2020-11-01
16887,6887,1934832.80,"","","",1934832.80,"","",2020-11-03
16978,6978,1689146.51,"",1689146.51,"",1681448.71,"",1689146.51,2020-11-02
17159,7159,1291835.31,"",1291835.31,"",1291835.31,"","",2020-11-03
17161,7161,1693991.80,"",1693991.80,"",1693991.80,"","",2020-11-01
17169,7169,1944533.60,"","","",1938816.70,"","",2020-11-01
17288,7288,1295108.42,"",1295108.42,"",1291379.62,"",1295108.42,2020-11-04
1779,1779,"",1155353.94,"",1155353.94,"",670401.88,"",2020-11-04
17993,7993,1312996.39,"",1312996.39,"",1303197.09,"","",2020-11-01
1814,1814,"",1552445.76,"","","",415711.75,"",2020-11-03
18160,8160,1720442.32,"",1720442.32,"",1720442.32,"",1720442.32,2020-11-04
18604,8604,1732198.11,"","","",1730337.71,"",1732198.11,2020-11-04
1871,1871,903932.88,"","","",901745.78,"",903932.88,2020-11-03
18901,8901,1740061.78,"",1740061.78,"",1738171.68,"","",2020-11-01
18934,8934,1740935.52,"",1740935.52,"",1740935.52,"",1740935.52,2020-11-02
19279,9279,1750070.08,"",1750070.08,"",1748142.18,"","",2020-11-03
19700,9700,1356308.10,"",1356308.10,"",1352338.10,"",1356308.10,2020-11-04
1980,1980,"",1160453.91,"","","",673627.13,"",2020-11-01
2019,2019,"",1161443.46,"","","",674252.92,"",2020-11-04
209,209,"",1509950.17,"","","",402834.83,"",2020-11-02
2198,2198,"",1562612.92,"","","",418792.58,"",2020-11-03
229,229,"",1705832.00,"",1705832.00,"",966450.58,"",2020-11-02
2325,2325,"",1169207.60,"","","",679163.00,"",2020-11-02
2372,2372,916644.76,"",916644.76,"",916644.76,"","",2020-11-04
2453,2453,918699.97,"",918699.97,"",918699.97,"",918699.97,2020-11-01
2480,2480,919385.04,"","","",919385.04,"","",2020-11-04
259,259,"",1706864.00,"","","",966931.96,"",2020-11-04
2742,2742,1448244.80,"",1448244.80,"",1443970.60,"","",2020-11-02
2755,2755,1312564.14,"",1312564.14,"",1312288.64,"",1312564.14,2020-11-03
2830,2830,"",1795306.40,"",1795306.40,"",1008186.23,"",2020-11-03
2934,2934,1454849.60,"","","",1454849.60,"","",2020-11-02
3090,3090,1460216.00,"",1460216.00,"",1460216.00,"","",2020-11-02
3356,3356,"",1593273.29,"",1593273.29,"",428083.21,"",2020-11-01
3408,3408,1471155.20,"",1471155.20,"",1466814.40,"","",2020-11-04
3428,3428,"",1595179.63,"",1595179.63,"",428660.87,"",2020-11-01
3477,3477,1473528.80,"",1473528.80,"",1473528.80,"",1473528.80,2020-11-01
3629,3629,948538.62,"","","",940175.72,"",948538.62,2020-11-01
3675,3675,"",1203461.15,"","","",700825.10,"",2020-11-04
3686,3686,"",1602010.70,"","","",430730.80,"",2020-11-03
3785,3785,952496.81,"","","",952496.81,"",952496.81,2020-11-01
3881,3881,"",1607173.71,"",1607173.71,"",432295.29,"",2020-11-02
3953,3953,"",1609080.06,"",1609080.06,"",432872.94,"",2020-11-02
4362,4362,"",1220892.40,"","","",711848.70,"",2020-11-03
4439,4439,969090.75,"","","",960646.85,"",969090.75,2020-11-03
4456,4456,"",1851240.80,"",1851240.80,"",1034277.02,"",2020-11-01
4645,4645,1362605.67,"",1362605.67,"",1362141.17,"",1362605.67,2020-11-01
472,472,"",1714191.20,"",1714191.20,"",970349.76,"",2020-11-01
4796,4796,"",1631400.17,"",1631400.17,"",439636.33,"",2020-11-01
4851,4851,"",1233299.80,"",1233299.80,"",719695.19,"",2020-11-04
5015,5015,"",1637198.63,"",1637198.63,"",441393.37,"",2020-11-04
5029,5029,"",1870952.00,"","","",1043471.38,"",2020-11-02
5032,5032,"",1240520.22,"","","",321192.78,"",2020-11-02
5050,5050,"",1240996.80,"","","",321337.20,"",2020-11-04
5065,5065,1373726.01,"","","",1373726.01,"",1373726.01,2020-11-01
5095,5095,1374520.32,"",1374520.32,"",1374010.82,"",1374520.32,2020-11-03
5128,5128,"",1243062.01,"",1243062.01,"",321962.99,"",2020-11-02
5239,5239,"",1246000.96,"",1246000.96,"",322853.54,"",2020-11-01
5252,5252,"",1643473.68,"","","",443294.82,"",2020-11-01
5310,5310,"",1244946.00,"","","",727060.31,"",2020-11-03
5330,5330,"",1645538.89,"","","",443920.61,"",2020-11-03
5410,5410,"",1250528.52,"",1250528.52,"",324225.48,"",2020-11-04
5500,5500,1385243.50,"","","",1384693.50,"","",2020-11-04
5525,5525,"",1650701.90,"",1650701.90,"",445485.10,"",2020-11-02
5655,5655,"",1376520.80,"","","",812842.22,"",2020-11-01
5805,5805,1553612.00,"",1553612.00,"",1553612.00,"",1553612.00,2020-11-01
5956,5956,1397317.01,"",1397317.01,"",1397317.01,"","",2020-11-04
6001,6001,"",1266176.43,"","","",328967.07,"",2020-11-03
6011,6011,"",882162.85,"","","",497634.60,"",2020-11-01
6077,6077,"",1665317.21,"",1665317.21,"",449913.79,"",2020-11-02
6213,6213,1567647.20,"","","",1567647.20,"",1567647.20,2020-11-01
6279,6279,"",1269532.44,"",1269532.44,"",742608.88,"",2020-11-04
6426,6426,1574974.40,"","","",1574974.40,"","",2020-11-02
6466,6466,"",1920384.80,"","","",1066529.48,"",2020-11-03
6639,6639,1582301.60,"",1582301.60,"",1577637.70,"",1582301.60,2020-11-03
6663,6663,"",1411196.00,"","","",829016.59,"",2020-11-01
6671,6671,"",1681044.54,"","","",454679.46,"",2020-11-04
6677,6677,1025875.52,"","","",1023207.82,"",1025875.52,2020-11-01
6856,6856,1421146.31,"",1421146.31,"",1421146.31,"","",2020-11-04
6923,6923,"",905303.03,"","","",512268.55,"",2020-11-01
6928,6928,1423052.66,"","","",1423052.66,"","",2020-11-04
6958,6958,"",1937309.60,"","","",1074424.11,"",2020-11-03
7013,7013,1034400.85,"",1034400.85,"",1025699.55,"",1034400.85,2020-11-01
711,711,"",1128255.58,"","","",653264.75,"",2020-11-04
